Name,key_mlbam
Ownie Carroll,112047
John Carroll,112046
Fred Carroll,112045
Ed Carroll,112043
Dixie Carroll,112042
Clay Carroll,112041
Don Carrithers,112040
Matías Carrillo,112039
Bill Carrigan,112038
Bill Carrick,112037
Mark Carreon,112036
Cam Carreon,112035
Amalio Carreño,112034
Chico Carrasquel,112033
Alex Carrasquel,112032
Héctor Carrasco,112031
Giovanni Carrara,112030
Lew Carr,112029
Chuck Carr,112028
Charlie Carr,112027
Frank Carpin,112026
Hick Carpenter,112025
Bob Carpenter,112024
Paul Carpenter,112023
Lew Carpenter,112022
Cris Carpenter,112021
Bill Carney,112019
Pat Carney,112018
Jack Carney,112017
Eddie Carnett,112016
Rafael Carmona,112015
Chet Carmichael,112014
Duke Carmel,112013
George Carman,112012
Don Carman,112011
Roy Carlyle,112010
Cleo Carlyle,112009
Steve Carlton,112008
Albin Carlstrom,112007
Leon Carlson,112006
Hal Carlson,112005
Dan Carlson,112004
Don Carlsen,112003
Cisco Carlos,112002
Walter Carlisle,112001
Jim Carlin,112000
Tex Carleton,111999
Jim Carleton,111998
John Carl,111997
Fred Carl,111996
Fred Carisch,111995
Bobby Cargo,111994
Tom Carey,111993
Roger Carey,111991
Paul Carey,111990
Max Carey,111989
George Carey,111988
Andy Carey,111987
Rod Carew,111986
Don Cardwell,111985
Ben Cardoni,111984
Randy Cardinal,111983
Leo Cárdenas,111982
José Cardenal,111981
John Carden,111980
Bernie Carbo,111979
John Carbine,111978
Pat Caraway,111977
Ramon Caraballo,111976
Ralph Capron,111975
Pat Capri,111974
Nick Capra,111973
Buzz Capra,111972
George Cappuzzello,111971
Doug Capilla,111970
Mike Capel,111969
Bart Cantz,111968
Tom Cantwell,111967
Mike Cantwell,111966
Ben Cantwell,111965
Guy Cantrell,111964
Ozzie Canseco,111963
José Canseco,111962
José Canó,111961
Joe Cannon,111960
Chris Cannizzaro,111959
Wirt Cannell,111958
Jay Canizaro,111957
John Cangelosi,111956
John Caneira,111955
Tom Candiotti,111954
Milo Candini,111953
John Candelaria,111952
Casey Candaele,111951
Jim Canavan,111950
Hugh Canavan,111949
Willie Cañate,111948
George Canale,111947
Sil Campusano,111946
Frank Campos,111945
Sal Campisi,111944
Sal Campfield,111943
Cardell Camper,111942
Bill Campbell,111941
Billy Campbell,111940
Gilly Campbell,111939
Sam Campbell,111938
Ron Campbell,111937
Mike Campbell,111935
Michael Campbell,111934
Marc Campbell,111933
Kevin Campbell,111932
John Campbell,111930
Jim Campbell,111929
Hugh Campbell,111926
Dave Campbell,111925
Soup Campbell,111923
Bruce Campbell,111922
Vin Campbell,111921
Archie Campbell,111920
Count Campau,111919
Jim Campanis,111918
Al Campanis,111917
Bert Campaneris,111916
Roy Campanella,111915
Kid Camp,111914
Rick Camp,111913
Lew Camp,111912
Howie Camp,111911
Howie Camnitz,111910
Harry Camnitz,111909
Ken Caminiti,111908
Lou Camilli,111907
Doug Camilli,111906
Dolph Camilli,111905
Jack Cameron,111903
Hank Camelli,111902
Fred Cambria,111901
Ernie Camacho,111900
Jack Calvo,111899
Paul Calvert,111898
Mark Calvert,111897
Dick Calmus,111896
Johnny Callison,111895
Frank Callaway,111894
Wese Callahan,111893
Ray Callahan,111892
Pat Callaghan,111891
Leo Callahan,111890
Joe Callahan,111889
John Callahan,111888
Jim Callahan,111887
Jimmy Callahan,111886
Ed Callahan,111885
Dave Callahan,111884
Ben Callahan,111883
Marty Callaghan,111882
Will Calihan,111881
Fred Caligiuri,111880
Bill Calhoun,111879
Jack Calhoun,111878
Jeff Calhoun,111877
Ray Caldwell,111876
Mike Caldwell,111875
Ralph Caldwell,111874
Earl Caldwell,111873
Charlie Caldwell,111872
Bruce Caldwell,111871
Sam Calderone,111870
Iván Calderón,111869
George Caithamer,111868
Miguel Cairo,111867
Bob Cain,111866
Sugar Cain,111865
Les Cain,111864
Tommy Cahill,111863
John Cahill,111862
Wayne Cage,111861
Ben Caffyn,111860
Joe Caffie,111859
Tom Cafego,111858
Forrest Cady,111857
Charlie Cady,111856
Leon Cadore,111855
Greg Cadaret,111854
Edgar Cáceres,111853
Craig Cacek,111852
Orlando Cabrera,111851
José Cabrera,111850
Francisco Cabrera,111849
Alfredo Cabrera,111848
Enos Cabell,111847
Putsy Caballero,111846
Marty Bystrom,111845
Milt Byrnes,111844
Jim Byrnes,111843
Tommy Byrne,111842
Bobby Byrne,111841
Jerry Byrne,111840
Samuel Byrd,111839
Paul Byrd,111838
Jeff Byrd,111837
Jim Byrd,111836
Harry Byrd,111835
Randy Byers,111834
Bill Byers,111833
Burley Bayer,111832
Bud Byerly,111831
John Buzhardt,111830
Joe Buzas,111829
Ralph Buxton,111828
Frank Buttery,111827
Tom Butters,111826
Kid Butler,111825
Bill Butler,111824
Rob Butler,111822
Dick Butler,111821
Rich Butler,111820
Johnny Butler,111819
John Butler,111818
Ike Butler,111817
Frank Butler,111816
Charlie Butler,111814
Cecil Butler,111813
Brett Butler,111812
Art Butler,111811
Bill Butland,111810
Ed Butka,111809
Sal Butera,111808
Mike Butcher,111807
John Butcher,111806
Hank Butcher,111805
Max Butcher,111804
Ray Busse,111803
Tom Buskey,111802
Mike Buskey,111801
Joe Buskey,111800
Doc Bushong,111799
Chris Bushing,111798
Frank Bushey,111797
Jack Bushelman,111796
Randy Bush,111795
Donie Bush,111794
Bullet Joe Bush,111793
Homer Bush,111792
Guy Bush,111791
Don Buschhorn,111790
Mike Busch,111789
Ed Busch,111788
Steve Busby,111787
Paul Busby,111786
Mike Busby,111785
Bill Burwell,111783
Dick Burwell,111782
Dennis Burtt,111781
Moe Burtschy,111780
Jim Burton,111779
Ellis Burton,111778
Frank Burt,111777
Dick Burrus,111776
Terry Burrows,111775
John Burrows,111774
Jeff Burroughs,111773
Henry Burroughs,111772
Paul Burris,111771
Ray Burris,111770
Al Burris,111769
Larry Burright,111768
Harry Burrell,111767
Frank Burrell,111766
Tom Burr,111765
George Burpo,111764
Sheldon Burnside,111763
Pete Burnside,111762
Bill Burns,111761
Todd Burns,111760
Thomas Burns,111759
Tom Burns,111758
Britt Burns,111757
Dick Burns,111756
John Burns,111755
Joe Burns,111754
Joseph Burns,111752
Jack Burns,111751
Jim Burns,111749
Farmer Burns,111748
George Burns,111747
Ed Burns,111745
Dennis Burns,111744
C. B. Burns,111743
Jeromy Burnitz,111742
Wally Burnette,111741
Jack Barnett,111740
Johnny Burnett,111739
Hercules Burnett,111738
Rick Burleson,111737
Ellis Burks,111736
Ken Burkhart,111735
John Burkett,111734
Jesse Burkett,111733
William Burke,111732
Billy Burke,111731
Tim Burke,111730
Steve Burke,111729
Bobby Burke,111728
Pat Burke,111727
Mike Burke,111726
Les Burke,111725
Leo Burke,111724
John Burke,111722
Jimmy Burke,111720
James Burke,111719
Glenn Burke,111718
Frank Burke,111717
Eddie Burke,111716
Dan Burke,111715
Elmer Burkart,111714
Chauncey Burkam,111713
Mack Burk,111712
Sandy Burk,111711
Bill Burich,111710
Bill Burgo,111708
Tom Burgmeier,111707
Tom Burgess,111706
Smoky Burgess,111705
Joe Burg,111704
Jack Burdock,111703
Bill Burdick,111702
Lew Burdette,111701
Freddie Burdette,111700
Bob Burda,111699
Fred Burchell,111698
Larry Burchart,111697
Ernie Burch,111696
Al Burch,111695
Nelson Burbrink,111694
Bill Burbach,111693
Dave Burba,111692
Jim Bunning,111691
Wally Bunker,111690
Melvin Bunch,111689
Josh Bunce,111688
Al Bumbry,111687
Red Bullock,111686
Eric Bullock,111685
Jim Bullinger,111684
Terry Bulling,111683
Scott Bullett,111682
Sim Bullas,111681
George Bullard,111680
Henry Buker,111679
Cy Buker,111678
DeWayne Buice,111677
Jay Buhner,111676
Bob Buhl,111675
Don Buford,111674
Damon Buford,111673
Charlie Buffinton,111672
Art Bues,111671
Fritz Buelow,111670
Charlie Buelow,111669
Steve Buechele,111668
Mike Budnick,111667
Don Buddin,111666
Jay Budd,111665
Mark Budaska,111664
Bill Buckner,111663
Dick Buckley,111662
Kevin Buckley,111661
John Buckley,111660
Jess Buckles,111659
Fred Buckingham,111658
Garland Buckeye,111657
Gary Buckels,111656
Jim Bucher,111655
Jerry Buchek,111654
Bob Buchanan,111653
Jim Buchanan,111652
Johnny Bucha,111651
Hal Bubser,111650
Tod Brynan,111649
Steve Brye,111648
T. R. Bryden,111647
Ron Bryant,111646
Ralph Bryant,111645
George Bryant,111644
Don Bryant,111643
Derek Bryant,111642
Clay Bryant,111641
Billy Bryan,111640
Ed Bruyette,111639
Bill Bruton,111638
Warren Brusstar,111637
Jim Bruske,111636
Bob Brush,111635
Arlo Brunsberg,111634
Tom Bruno,111633
George Brunet,111632
Roy Bruner,111631
Jack Bruner,111630
Tom Brunansky,111629
Greg Brummett,111628
Glenn Brummer,111627
Mike Brumley,111626
Duff Brumley,111625
Jacob Brumfield,111623
Mike Bruhert,111622
Frank Bruggy,111621
J. T. Bruett,111620
Andy Bruckmiller,111619
Earle Brucker,111618
Fred Bruckbauer,111616
Bob Bruce,111615
Lou Bruce,111614
Bill Brubaker,111613
Bruce Brubaker,111612
Tom Browning,111611
Pete Browning,111610
Frank Browning,111609
Cal Browning,111608
Pidge Browne,111607
Jerry Browne,111606
George Browne,111605
Earl Browne,111604
Byron Browne,111603
Bill Brown,111602
Gates Brown,111601
Willard Brown,111600
William Brown,111599
Walter Brown,111598
Jumbo Brown,111597
Tom Brown,111596
Tommy Brown,111594
Steve Brown,111592
Scott Brown,111591
Sam Brown,111590
Bobby Brown,111589
Bob Brown,111587
Stub Brown,111586
Dick Brown,111585
Paul Brown,111583
Oscar Brown,111582
Ollie Brown,111581
Oliver Brown,111580
Norm Brown,111579
Myrl Brown,111578
Mordecai Brown,111577
Marty Brown,111574
Mark Brown,111573
Mace Brown,111572
Lloyd Brown,111571
Lew Brown,111570
Leon Brown,111569
Kevin Brown,111567
Keith Brown,111565
Jophery Brown,111562
Lindsay Brown,111561
Chris Brown,111559
Jake Brown,111558
Jarvis Brown,111557
Jimmy Brown,111555
Jackie Brown,111552
Ike Brown,111551
Hal Brown,111550
Fred Brown,111549
Emil Brown,111548
Randy Brown,111546
Eddie Brown,111545
Ed Brown,111544
Drummond Brown,111543
Delos Brown,111542
Darrell Brown,111541
Curt Brown,111540
Clint Brown,111538
Curly Brown,111537
Buster Brown,111536
Charlie Brown,111535
Carroll Brown,111534
Brant Brown,111533
Alton Brown,111532
Adrian Brown,111531
Robert Brown,111530
Bob Brower,111529
Louis Brower,111528
Frank Brower,111527
Scott Brow,111526
Joe Brovia,111525
Dan Brouthers,111524
Art Brouthers,111523
Mark Brouhard,111522
Cal Broughton,111521
Tony Brottem,111520
Frank Brosseau,111519
Terry Bross,111518
Jim Brosnan,111517
Sig Broskie,111516
Scott Brosius,111515
Bobby Brooks,111514
Mandy Brooks,111513
Jerry Brooks,111512
Hubie Brooks,111511
Fred Mauer,111510
Tom Brookens,111509
Ike Brookens,111508
Jim Bronstad,111507
Herman Bronkie,111506
Jeff Bronkey,111505
Ken Brondell,111504
Jack Brohamer,111503
Rico Brogna,111502
Ernie Broglio,111501
Dick Brodowski,111500
Steve Brodie,111499
Matt Broderick,111498
King Brockett,111497
Chris Brock,111496
Lou Brock,111495
John Brock,111494
Greg Brock,111493
Doug Brocail,111492
Pete Broberg,111491
Johnny Broaca,111490
Tony Brizzolara,111489
Gil Britton,111488
Jim Britton,111487
Jack Brittin,111486
Gus Brittain,111485
Jim Britt,111484
Tilson Brito,111483
Jorge Brito,111482
Bernardo Brito,111481
George Bristow,111480
Lou Brissie,111479
John Briscoe,111478
Fatty Briody,111477
Leon Brinkopf,111476
Ed Brinkman,111475
Chuck Brinkman,111474
Bill Brinker,111473
Brad Brink,111472
Jim Brillheart,111471
Frank Brill,111470
Greg Briley,111469
Nelson Briles,111468
Harry Bright,111467
John Briggs,111466
Buttons Briggs,111464
Grant Briggs,111463
Dan Briggs,111462
Charlie Briggs,111461
Bunny Brief,111460
Al Bridwell,111459
Tommy Bridges,111458
Marshall Bridges,111457
Rocky Bridges,111456
Jim Brideweser,111455
Ralph Brickner,111454
George Brickley,111453
Fred Brickell,111452
Fritz Brickell,111451
Alan Brice,111450
Charlie Brewster,111449
Jamie Brewington,111448
Billy Brewer,111447
Tom Brewer,111446
Rod Brewer,111445
Mike Brewer,111444
Jack Brewer,111443
Jim Brewer,111442
Tony Brewer,111441
Marv Breuer,111440
Ken Brett,111439
Herbert Brett,111438
George Brett,111437
Jim Breton,111436
Eddie Bressoud,111435
Rube Bressler,111434
Roger Bresnahan,111433
Bill Brenzel,111432
Lynn Brenton,111431
Bert Brenner,111430
Jim Brenneman,111429
William Brennan,111428
Tom Brennan,111427
Don Brennan,111426
Jack Brennan,111425
Ad Brennan,111424
Bob Brenly,111423
Sam Brenegan,111422
Herb Bremer,111421
Theodore Breitenstein,111420
Alonzo Breitenstein,111419
Fred Breining,111418
Marv Breeding,111417
Hal Breeden,111416
Danny Breeden,111415
Brent Brede,111414
Bill Breckinridge,111413
Harry Brecheen,111412
Jim Breazeale,111411
Sid Bream,111410
Al Brazle,111409
Frank Brazill,111408
Buster Bray,111407
Garland Braxton,111406
Ángel Bravo,111405
Steve Braun,111404
John Braun,111403
Fred Bratschi,111402
Joe Bratcher,111401
Roy Brashear,111400
Kitty Brashear,111399
Mickey Brantley,111398
Jeff Brantley,111397
Cliff Brantley,111396
Marshall Brant,111395
Jeff Branson,111394
Kitty Bransfield,111393
Dud Branom,111392
Mike Brannock,111391
Otis Brannan,111390
Bill Brandt,111389
Jackie Brandt,111388
Ed Brandt,111387
Darrell Brandon,111386
Chick Brandom,111385
Mark Brandenburg,111384
Ron Brand,111383
Roy Branch,111382
Norm Branch,111381
Harvey Branch,111380
Al Brancato,111379
Ralph Branca,111378
Art Bramhall,111377
Erv Brame,111376
Al Braithwood,111375
Fred Brainard,111374
Asa Brainard,111373
Dave Brain,111372
Glenn Braggs,111371
Dick Braggins,111370
Darren Bragg,111369
Bobby Bragan,111368
Bill Brady,111367
Doug Brady,111366
Steve Brady,111365
Bob Brady,111364
King Brady,111363
Jim Brady,111362
Neal Brady,111361
Cliff Brady,111360
Brian Brady,111359
Spike Brady,111358
Terry Bradshaw,111357
Joe Bradshaw,111356
George Bradshaw,111355
Dallas Bradshaw,111354
Bill Bradley,111353
Tom Bradley,111352
Bert Bradley,111351
Scott Bradley,111350
Mark Bradley,111348
Jack Bradley,111347
Hugh Bradley,111346
Herb Bradley,111345
George Bradley,111344
Foghorn Bradley,111342
Fred Bradley,111341
Al Bradley,111340
Larry Bradford,111338
Vic Bradford,111337
Buddy Bradford,111336
Don Bradey,111335
John Brackenridge,111334
Jack Bracken,111333
Gibby Brack,111332
Gene Brabender,111331
Marshall Boze,111330
Harry Boyles,111329
Buzz Boyle,111328
Jack Boyle,111327
Jim Boyle,111325
Henry Boyle,111324
Eddie Boyle,111323
Doe Boyland,111322
Ken Boyer,111321
Cloyd Boyer,111320
Clete Boyer,111319
Bill Boyd,111318
Bob Boyd,111317
Ray Boyd,111316
Jake Boyd,111315
Gary Boyd,111314
Frank Boyd,111313
Oil Can Boyd,111312
Ted Bowsfield,111311
Red Bowser,111310
Bill Bowman,111309
Sumner Bowman,111308
Roger Bowman,111307
Bob Bowman,111306
Joe Bowman,111304
Ernie Bowman,111303
Elmer Bowman,111302
Abe Bowman,111301
Steve Bowling,111300
Weldon Bowlin,111299
Emmett Bowles,111298
Charlie Bowles,111297
Grant Bowler,111296
Jim Bowie,111295
Frank Bowes,111294
Stew Bowers,111293
Shane Bowers,111292
Billy Bowers,111291
Brent Bowers,111290
Frank Bowerman,111289
Sam Bowens,111288
Cy Bowen,111287
Sam Bowen,111286
Ryan Bowen,111285
Chick Bowen,111284
Tim Bowden,111283
Benny Bowcock,111282
Larry Bowa,111281
Mike Bovee,111280
Jim Bouton,111279
Pat Bourque,111278
Rafael Bournigal,111277
Chris Bourjos,111276
Steve Bourgeois,111275
Jake Boultes,111274
Carl Bouldin,111273
Lou Boudreau,111272
Medric Boucher,111271
Denis Boucher,111270
Al Boucher,111269
Ed Bouchee,111268
Bob Botz,111267
Jim Bottomley,111266
Ralph Botting,111265
Kent Bottenfield,111264
John Bottarini,111263
Ricky Bottalico,111262
Derek Botelho,111261
Ken Boswell,111260
Dave Boswell,111259
Andy Boswell,111258
Daryl Boston,111257
Henry Bostick,111255
Mel Bosser,111254
Harley Boss,111253
Dick Bosman,111252
Thad Bosley,111251
Shawn Boskie,111250
Chris Bosio,111249
Rick Bosetti,111248
Don Bosch,111247
Babe Borton,111246
Hank Borowy,111245
Joe Borowski,111244
Steve Boros,111243
Red Borom,111242
Toby Borland,111241
Tom Borland,111240
Bob Borkowski,111239
Frank Bork,111238
Paul Boris,111237
Glenn Borgmann,111236
Bill Bordley,111235
Mike Bordick,111234
Rich Bordi,111233
Pat Borders,111232
Joe Borden,111231
Frenchy Bordagaray,111230
George Borchers,111229
Pedro Borbón,111228
John Boozer,111226
Josh Booty,111225
Eddie Booth,111224
Amos Booth,111223
Bob Boone,111221
Ray Boone,111220
Luke Boone,111219
Dan Boone,111218
Ike Boone,111217
George Boone,111216
Danny Boone,111215
Bret Boone,111214
Aaron Boone,111213
Red Booles,111212
Al Bool,111211
Rod Booker,111210
Buddy Booker,111209
Greg Booker,111208
Everett Booe,111207
Zeke Bonura,111206
Gus Bono,111205
Bill Bonness,111204
Bobby Bonner,111203
Frank Bonner,111202
Barry Bonnell,111201
Luther Bonin,111200
Bobby Bonilla,111199
Juan Bonilla,111198
Joe Bonikowski,111197
Bill Bonham,111196
Tiny Bonham,111195
Nino Bongiovanni,111194
Hank Boney,111193
Julio Bonetti,111192
Ricky Bones,111191
George Bone,111190
Bobby Bonds,111189
Barry Bonds,111188
Walt Bond,111187
Tommy Bond,111186
Mark Bomback,111185
Cliff Bolton,111184
Tom Bolton,111183
Rod Bolton,111182
Cecil Bolton,111181
Don Bollweg,111180
Greg Bollo,111179
Milt Bolling,111178
Jack Bolling,111177
Frank Bolling,111176
Bobby Bolin,111175
Frank Bolick,111174
Jim Bolger,111173
Joe Boley,111172
Carl Boles,111171
Stew Bolen,111170
Bill Bolden,111169
Charlie Bold,111168
Ed Boland,111167
Bernie Boland,111166
Joe Bokina,111164
Bob Boken,111163
Dick Bokelmann,111162
Dan Boitano,111161
Bruce Boisclair,111160
John Bohnet,111159
Sam Bohne,111158
Charlie Bohn,111157
Pat Bohen,111156
Brian Bohanon,111155
Warren Bogle,111154
Wade Boggs,111153
Tommy Boggs,111152
Ray Boggs,111151
Terry Bogener,111150
John Bogart,111149
Tim Bogar,111148
Joe Boever,111147
Larry Boerner,111146
Brian Boehringer,111145
Len Boehmer,111144
Joe Boehling,111143
George Boehler,111142
Tony Boeckel,111141
Ping Bodie,111140
Mike Boddicker,111139
Randy Bockus,111138
Eddie Bockman,111137
Bruce Bochy,111136
Doug Bochtler,111135
Bruce Bochte,111134
Milt Bocek,111133
John Boccabella,111132
Randy Bobb,111131
Frederick Boardman,111130
Charlie Boardman,111129
Chet Boak,111128
Mike Blyzka,111127
Bert Blyleven,111126
Clint Blume,111125
Jaime Bluma,111124
Red Bluhm,111123
Jim Bluejacket,111122
Otto Bluege,111121
Ossie Bluege,111120
Vida Blue,111119
Lu Blue,111118
Bert Blue,111117
Mike Blowers,111116
Jack Blott,111115
Greg Blosser,111114
Bud Bloomfield,111113
Jimmy Bloodworth,111112
Joe Blong,111111
Ben Blomdahl,111110
Ron Blomberg,111109
Wes Blogg,111108
Terry Blocker,111107
Cy Block,111106
Bruno Block,111105
Jack Bliss,111104
Frank Bliss,111103
Elmer Bliss,111102
Ned Bligh,111101
Bob Blewett,111100
Clarence Blethen,111099
Ike Blessitt,111098
Ray Blemker,111097
Curt Blefary,111096
Ron Blazier,111095
Bob Blaylock,111094
Marv Blaylock,111093
Gary Blaylock,111092
Harvey Blauvelt,111091
Jeff Blauser,111090
Buddy Blattner,111089
Johnny Blatnik,111088
Steve Blateric,111087
Steve Blass,111086
Wade Blasingame,111085
Don Blasingame,111084
Cy Blanton,111083
Larvell Blanks,111082
Ted Blankenship,111081
Lance Blankenship,111080
Kevin Blankenship,111079
Homer Blankenship,111078
Cliff Blankenship,111077
Fred Blank,111076
Coonie Blank,111075
Fred Blanding,111074
Ossie Blanco,111073
Henry Blanco,111072
Gil Blanco,111071
Damaso Blanco,111070
Al Blanche,111069
Johnny Blanchard,111068
Bob Blakiston,111067
Linc Blakely,111066
Sheriff Blake,111065
Harry Blake,111064
Ed Blake,111063
Dick Blaisdell,111062
Willie Blair,111060
Walter Blair,111059
Paul Blair,111058
Buddy Blair,111057
Dennis Blair,111056
Clarence Blair,111055
Rae Blaemire,111054
George Blaeholder,111053
Rick Bladt,111052
Ray Blades,111051
Tim Blackwell,111050
Fred Blackwell,111049
Ewell Blackwell,111048
George Blackerby,111047
Lena Blackburne,111046
Ron Blackburn,111045
Jim Blackburn,111044
George Blackburn,111043
Charlie Blackburn,111042
Earl Blackburn,111041
Ethan Blackaby,111040
Bud Black,111039
Bob Black,111038
Joe Black,111037
Bill Black,111036
John Black,111035
Buddy Black,111034
Don Black,111033
Dave Black,111032
George Bjorkman,111031
Jim Bivin,111030
Red Bittmann,111029
Jeff Bittiger,111028
Joe Bitker,111027
Hiram Bithorn,111026
Del Bissonette,111025
Rivington Bisland,111024
Bill Bishop,111023
Mike Bishop,111021
Max Bishop,111020
Lloyd Bishop,111019
Jim Bishop,111018
Frank Bishop,111017
Charlie Bishop,111016
John Bischoff,111015
Frank Biscan,111014
Tim Birtsas,111013
Babe Birrer,111012
Joe Birmingham,111011
Ralph Birkofer,111010
Mike Birkbeck,111009
Dave Birdsall,111008
Red Bird,111007
Doug Bird,111006
George Bird,111005
Frank Bird,111004
Jud Birchall,111003
Steve Biras,111002
George Binks,111001
Dick Billings,111000
Josh Billings,110999
Jack Billingham,110997
Harry Billiard,110996
Steve Bilko,110995
Emil Bildilli,110994
Jim Bilbrey,110993
Dann Bilardello,110992
Larry Biittner,110991
George Bignell,110990
Ivan Bigler,110989
Charlie Biggs,110988
Craig Biggio,110987
Elliot Bigelow,110986
Lyle Bigbee,110985
Carson Bigbee,110984
Steve Bieser,110983
Charles Bierman,110982
Lou Bierbauer,110981
Harry Biemiller,110980
Mike Bielecki,110979
Oscar Bielaski,110978
Charlie Bicknell,110977
Dan Bickham,110976
Vern Bickford,110975
Dante Bichette,110974
Jim Bibby,110973
Hank Biasatti,110972
Tommy Bianco,110971
Buddy Biancalana,110970
Monte Beville,110969
Ben Beville,110968
Lou Bevil,110967
Brian Bevil,110966
Bill Bevens,110965
Hal Bevan,110964
Kurt Bevacqua,110963
Bruno Betzel,110962
Huck Betts,110961
Harry Betts,110960
Jeff Bettendorf,110959
Larry Bettencourt,110958
Jim Bethke,110957
Bill Bethea,110956
Frank Betcher,110955
Jim Beswick,110954
William Bestick,110953
Karl Best,110952
Don Bessent,110951
Herman Besse,110950
Bob Bescher,110949
Fred Besana,110948
Andrés Berumen,110947
Roman Bertrand,110946
Mike Bertotti,110945
Reno Bertoia,110944
Harry Berthrong,110943
Dick Bertell,110942
Harry Berte,110941
Frank Bertaina,110940
Damon Berryhill,110939
Tom Berry,110938
Sean Berry,110937
Joe Berry,110936
Neil Berry,110933
Claude Berry,110932
Charlie Berry,110931
Ken Berry,110929
Gerónimo Berroa,110928
Ray Berres,110927
Dennis Berran,110926
Yogi Berra,110925
Dale Berra,110924
Johnny Bero,110923
Carlos Bernier,110922
Walter Bernhardt,110921
Juan Bernhardt,110920
Bill Bernhard,110919
Tony Bernazard,110918
Joe Bernard,110917
Dwight Bernard,110916
Curt Bernard,110915
Victor Bernal,110914
Bob Berman,110913
Jack Berly,110912
Nate Berkenstock,110911
Frank Berkelbach,110910
Sean Bergman,110909
Dave Bergman,110908
Al Bergman,110907
Marty Berghammer,110906
John Bergh,110905
Wally Berger,110904
Boze Berger,110903
Joe Berger,110902
Tun Berger,110901
Johnny Berger,110900
Clarence Berger,110899
Heinie Berger,110898
Bill Bergen,110897
Marty Bergen,110896
Augie Bergamo,110895
Moe Berg,110894
Bruce Berenyi,110893
Juan Berenguer,110892
Jason Bere,110891
Jeff Berblinger,110890
Lou Berberet,110889
Johnny Berardino,110888
Todd Benzinger,110887
Joe Benz,110886
Rabbit Benton,110885
Sid Benton,110884
Larry Benton,110883
Rube Benton,110882
Al Benton,110881
Butch Benton,110880
Jack Bentley,110879
Cy Bentley,110878
Vern Benson,110877
Allen Benson,110876
Shayne Bennett,110875
Pug Bennett,110874
Joe Bennett,110873
Fred Bennett,110872
Herschel Bennett,110871
Gary Bennett,110870
Frank Bennett,110869
Erik Bennett,110868
Dennis Bennett,110867
Dave Bennett,110866
Charlie Bennett,110865
Ike Benners,110864
Henry Benn,110863
Mike Benjamin,110862
Stan Benjamin,110861
Yamil Benítez,110860
Armando Benítez,110859
Juan Beníquez,110858
Benny Bengough,110857
Ray Benge,110856
Joe Benes,110855
Andy Benes,110854
Alan Benes,110853
Bruce Benedict,110852
Art Benedict,110851
Charles Bender,110850
Johnny Bench,110849
Freddie Benavides,110848
Marvin Benard,110847
Harry Bemis,110846
Esteban Beltré,110845
Rigo Beltrán,110844
Rob Belloir,110843
Jack Bellman,110842
Rafael Belliard,110841
Mark Bellhorn,110840
Albert Belle,110839
Steve Bellán,110838
Zeke Bella,110837
Bill Bell,110836
Terry Bell,110835
Beau Bell,110834
Ralph Bell,110833
Les Bell,110831
Kevin Bell,110830
Juan Bell,110829
Rudy Baerwald,110828
Jerry Bell,110827
Jay Bell,110826
George Bell,110824
Gary Bell,110822
Frank Bell,110821
Fern Bell,110820
Eric Bell,110819
Derek Bell,110818
Gus Bell,110817
David Bell,110816
Buddy Bell,110815
Charlie Bell,110814
Tim Belk,110813
Bo Belinsky,110812
Stan Belinda,110811
Ira Belden,110810
Tim Belcher,110809
Kevin Belcher,110808
Wayne Belardi,110807
Mark Belanger,110806
Ollie Bejma,110805
Hank Behrman,110804
Mel Behney,110803
Rick Behenna,110802
Steve Behel,110801
Petie Behan,110800
Jim Begley,110799
Gene Bagley,110798
Ed Bagley,110797
Joe Beggs,110796
Clarence Beers,110795
Andy Beene,110794
Fred Beene,110793
Jodie Beeler,110792
Roy Beecher,110791
Ed Beecher,110790
Ed Biecher,110789
Matt Beech,110788
Fred Beebe,110787
Steve Bedrosian,110786
Andy Bednar,110785
Hugh Bedient,110784
Phil Bedgood,110783
Gene Bedford,110782
Howie Bedell,110781
Julio Becquer,110780
Joe Beckwith,110779
Bill Beckmann,110778
Jim Beckman,110777
Jake Beckley,110776
Robbie Beckett,110775
Glenn Beckert,110774
Bob Becker,110773
Rich Becker,110772
Marty Becker,110771
Joe Becker,110770
Heinz Becker,110769
Beals Becker,110768
Charlie Becker,110767
Henry Beckendorf,110766
Zinn Beck,110765
Boom-Boom Beck,110764
Rod Beck,110763
Rich Beck,110762
Fred Beck,110761
Frank Beck,110760
Erve Beck,110759
George Beck,110758
Clyde Beck,110757
George Bechtel,110756
Buck Becannon,110755
Johnny Beazley,110754
Edward Beavan,110753
Ginger Beaumont,110752
Jim Beauchamp,110751
Blaine Beatty,110750
Desmond Beatty,110749
Jim Beattie,110748
Dave Beadle,110747
Ed Beatin,110746
Lew Beasley,110745
Chris Beasley,110744
Kevin Bearse,110743
Larry Bearnarth,110742
Gary Beare,110741
Gene Bearden,110740
Ralph Beard,110739
Ollie Beard,110738
Mike Beard,110737
Ted Beard,110736
Dave Beard,110735
Billy Beane,110734
Billy Bean,110733
Joe Bean,110732
Belve Bean,110731
Trey Beamon,110730
Charlie Beamon,110729
Ernie Beam,110727
Alex Beam,110726
Tommy Beals,110725
Walter Beall,110724
Bob Beall,110723
Johnny Beall,110722
Jack Beach,110721
