Name,key_mlbam
Levi Jordan,682119
David Hensley,682073
Jacob Lopez,682052
Garrett Hill,682051
Cam Alldred,682027
William Woods,682016
Lane Ramsey,682010
Nate Eaton,681987
Grant Anderson,681982
Vinny Capra,681962
Dylan Smith,681916
Alex Vesia,681911
Justin Dean,681909
Evan Sisk,681895
Kody Funderburk,681892
Evan Lee,681885
Colin Selby,681882
Eli Villalobos,681871
Erik Sabrowski,681870
Shawn Dubin,681869
Cooper Criswell,681867
Reese Olson,681857
Austin Warren,681810
Chris Vallimont,681808
David Fry,681807
Andrew Wantz,681806
Ethan Roberts,681799
Lazaro Estrada,681751
Heriberto Hernandez,681715
Ryan Fernandez,681676
Andy Pages,681624
David Villar,681584
James Outman,681546
Bryan Lavastida,681526
Kyle Leahy,681517
Mickey Gasper,681508
Kerry Carpenter,681481
Frank German,681464
Brooks Baldwin,681460
Luke Little,681432
Gus Varland,681402
Connor Norby,681393
Logan O'Hoppe,681351
Mike Burrows,681347
Shane Smith,681343
Colton Cowser,681297
Spencer Arrighetti,681293
Chase Silseth,681217
Randy Vásquez,681190
Luis Curvelo,681168
Jayden Murray,681151
Jonah Bride,681146
Drew Olson,681131
Bryson Stott,681082
Ky Bush,681066
Christian Scott,681035
Josh Simpson,681006
Kelvin Cáceres,680983
Brendan Donovan,680977
Cody Wilson,680963
Doug Nikhazy,680951
Owen Miller,680911
Nick Nastrini,680897
Jack Neely,680891
Spencer Schwellenbach,680885
Grant Holman,680880
Zack Gelof,680869
Willie MacIver,680862
Ryan Fitzgerald,680837
Peyton Burdick,680814
Henry Davis,680779
Ryan Jeffers,680777
Jarren Duran,680776
CJ Alexander,680769
Victor Vodnik,680767
Steven Kwan,680757
Braydon Fisher,680755
Ty Madden,680744
Jonathan Bowlan,680742
Josh Winder,680739
Michael Helman,680737
Justin Wrobleski,680736
Austin Cox,680735
Sean Burke,680732
Mitchell Parker,680730
Garrett McDaniels,680729
Adrian Del Castillo,680728
Drew Rom,680723
Addison Barger,680718
Jonathan Ornelas,680716
Nick Sandlin,680704
Joey Gerber,680702
John Rooney,680701
Richie Palacios,680700
Kyle Bradish,680694
Jonathan Stiever,680692
Lyon Richardson,680689
Josiah Gray,680686
Gunnar Hoglund,680684
Blas Castano,680604
DaShawn Keirsey,680577
Matt McLain,680574
Simeon Woods Richardson,680573
Adam Kloffenstein,680572
Grayson Rodriguez,680570
Travis Swaggerty,680552
Max Schuemann,680474
Mark Gola,680446
Nick Allgeyer,680430
Tyler Cropley,680418
John Maffei,680379
Jackson Wolf,680232
Dairon Blanco,680118
Carlos Duran,679922
Justin Martinez,679885
Luinder Avila,679883
J. P. Martínez,679881
Nick Loftin,679845
Justin Foscue,679822
Kyle Backhus,679775
Kyle Lovelace,679718
Terrin Vavra,679631
José Rodriguez,679563
Spencer Torkelson,679529
Alec Marsh,679525
Eric Orze,679358
Edgar Navarro,679346
Walter Pennington,679156
Johan Rojas,679032
Rafael Pena,678998
Kai Correa,678989
Kai-Wei Teng,678906
Liover Peguero,678894
Ceddanne Rafaela,678882
Jhonkensy Noel,678877
Luis Peralta,678821
Brian DeLunas,678745
Ronny Henriquez,678692
Ezequiel Tovar,678662
Jose Ferrer,678606
Curtis Mead,678554
Osleivis Basabe,678545
Randy Rodríguez,678495
Jorge Barrosa,678489
Brayan Bello,678394
Jorbit Vivas,678391
Valente Bellozo,678368
Omar Cruz,678316
Miguel Vargas,678246
Daysbel Hernández,678226
Ji Hwan Bae,678225
Luarbert Arias,678215
Ray Kerr,678061
Mike Vasil,678024
Jack Perkins,678022
Seth Halvorsen,678020
Anthony Seigler,678011
Parker Meadows,678009
Matt Borgschulte,677990
Randy Dobnak,677976
Cole Wilcox,677961
Ryan Weathers,677960
Kumar Rocker,677958
Rece Hinds,677956
Jaden Hill,677955
Jordan Groshans,677954
Braxton Ashcraft,677952
Bobby Witt,677951
Alek Thomas,677950
Slade Cecconi,677944
Will Banfield,677943
Blaze Alexander,677942
Jordyn Adams,677941
Leo Jimenez,677870
Justin Bruihl,677865
Wilyer Abreu,677800
Luis García,677651
Ezequiel Duran,677649
Ronny Mauricio,677595
Julio Rodríguez,677594
Everson Pereira,677592
José Tena,677588
Brayan Rocchio,677587
Wander Franco,677551
Kyren Paris,677347
Jack Larsen,677223
Zack Kelly,677161
Clayton Andrews,677076
Chad Stevens,677060
Andrew Nardi,677053
Josh Walker,677020
Heston Kjerstad,677008
Garrett Crochet,676979
Max Meyer,676974
Brett de Geus,676969
Ben Brown,676962
Caleb Boushley,676961
David MacKinnon,676950
Matthew Batten,676946
Cade Cavalli,676917
Davis Schneider,676914
Ryan Dorow,676900
Chris Roller,676896
Jeremy Beasley,676886
Chandler Seagle,676882
Aaron Ashby,676879
Matt Peacock,676840
Kodi Whitley,676831
Carson McCusker,676812
Chas McCormick,676801
Mickey McDonald,676782
Keaton Winn,676775
Nicklaus Snyder,676766
Irving Lopez,676761
Ron Marinaccio,676760
Isaac Mattson,676755
Cam Sanders,676742
Jared Young,676724
Tommy Romero,676720
Brandon Hughes,676714
Kutter Crawford,676710
Ty Tice,676709
Hunter Stratton,676702
Alan Trejo,676701
Jake Meyers,676694
Ricky Karcher,676689
Will Vest,676684
Tom Cosgrove,676680
Luis Vázquez,676679
JP Sears,676664
Max Lazar,676661
Jared Solomon,676660
Zach Reks,676646
Beau Sulser,676641
Phoenix Sanders,676637
Bligh Madris,676632
Mark Contreras,676628
Rylan Bannon,676625
Riley O'Brien,676617
Bryan Sammons,676614
José Caballero,676609
Nick Margevicius,676606
Tyler Zuber,676604
Josh Fleming,676596
James Jean,676581
Steven Jaschinski,676580
Eric Wagaman,676572
PJ Poulin,676571
Ricky Vanasco,676568
Brewer Hicklen,676551
Calvin Faucher,676534
Nolan Hoffman,676510
Ben Casparius,676508
José Barrero,676480
Garrett Whitlock,676477
Alec Burleson,676475
Colton Gordon,676467
Jack Winkler,676466
Tanner Bibee,676440
Hunter Feduccia,676439
Brant Hurter,676428
Alec Bettinger,676424
Robert Garcia,676395
Ernie Clement,676391
Nelson Velázquez,676369
Jonny DeLuca,676356
Joey Cantillo,676282
Bobby Miller,676272
Cory Abbott,676265
Jack Dreyer,676263
Ryan Walker,676254
Seth Elledge,676220
Freddy Tarnok,676206
Jackson Tetreault,676194
José Buttó,676130
Ryan Noda,676116
Zach DeLoach,676113
Emerson Hancock,676106
Jeff Criswell,676105
Damon Jones,676103
Collin Snider,676092
Janson Junk,676083
Jacob Amaya,676070
Jordan Westburg,676059
Codi Heuer,676051
Packy Naughton,676050
Bob Seymour,676044
Cody Bolton,675989
Canaan Smith-Njigba,675986
Kyle Dohy,675971
Alika Williams,675961
Spencer Howard,675921
Nick Raquet,675919
James Karinchak,675916
David Bañuelos,675915
Zac Lowther,675912
Spencer Strider,675911
Juan Mejia,675848
Greg Jones,675659
Kevin Smith,675656
Michael Mercado,675650
Brian Miller,675649
Michael Grove,675627
Xzavion Curry,675540
Troy Melton,675512
Sean Guenther,674944
Andrew Alvarez,674841
Gary Swenson,674832
Dave Scott,674700
Michael Plassmeyer,674681
Chris Ruiz,674635
Steven Cruz,674444
Jacob Hurtubise,674441
Eduarniel Núñez,674384
Osvaldo Bido,674370
Eduardo Salazar,674285
Tommy Henry,674072
Michael Brdar,674053
Cody Bradford,674003
Davis Wendzel,673995
Caleb Freeman,673965
Josh Jung,673962
Jordan Leasure,673929
Jake Walsh,673904
Jake Wong,673858
Robinson Piña,673820
Yoshihisa Hirano,673633
Seiya Suzuki,673548
Kodai Senga,673540
Yuki Matsui,673513
Ha-Seong Kim,673490
Shogo Akiyama,673451
Dedniel Núñez,673380
Luis Robert,673357
Luke Barker,673316
Connor McGuiness,673281
Michel Báez,673258
Yainer Diaz,673237
José Lopez,673111
Jesus Cruz,672911
Prelander Berroa,672860
Joan Adon,672851
Carlos Vargas,672841
Francisco Morales,672839
Israel Pineda,672832
Lenyn Sosa,672820
Yoendrys Gómez,672782
Tucupita Marcano,672779
Elvis Luciano,672773
Wenceel Pérez,672761
Alexander Canario,672744
Juan Then,672730
Oswald Peraza,672724
Luis Patiño,672715
Roansy Contreras,672710
José Devers,672701
Geraldo Perdomo,672695
Steward Berroa,672642
Otto Lopez,672640
Angel Zerpa,672582
Maikel García,672580
Carlos Hernández,672578
Gustavo Campero,672569
Jack O'Loughlin,672552
Gabriel Moreno,672515
Jordan Diaz,672478
Keider Montero,672456
Kaleb Ort,672391
Alejandro Kirk,672386
Tirso Ornelas,672359
Gabriel Arias,672356
Cionel Pérez,672335
Jarred Kelenic,672284
Reid Detmers,672282
Michael Siani,672279
Patrick Bailey,672275
Denzel Clarke,672016
Tyler Black,672012
Tristan Peters,671976
Cade Smith,671922
Ronald Bolaños,671790
Michael Harris,671739
Taj Bradley,671737
Lawrence Butler,671732
George Valera,671655
Jason Foley,671345
Michel Otañez,671305
Tyler Freeman,671289
Johnathan Rodríguez,671286
Tim Elko,671284
Jorge Oña,671250
Drew Waters,671221
Heliot Ramos,671218
Triston Casas,671213
Joe Boyle,671212
Connor Thomas,671162
Jackson Rutledge,671131
Darren Baker,671117
Sammy Peralta,671111
Jake Eder,671109
Logan Allen,671106
Andrew Abbott,671096
Buddy Kennedy,671083
Iván Herrera,671056
Bill Murphy,671010
Yohan Ramírez,670990
Adrián Morejón,670970
Edwin Uceta,670955
Trevor Richards,670950
Johan Oviedo,670912
Guillo Zuñiga,670871
Livan Soto,670869
Logan Gillaspie,670810
TJ Friedl,670770
Luis González,670768
Darren McCaughan,670766
Taylor Walls,670764
Mike Brosseau,670712
Isaac Paredes,670623
Howard Kaplan,670603
Nivaldo Rodriguez,670550
Yordan Álvarez,670541
Hunter Owen,670462
J. D. Hammer,670456
Phillip Diehl,670426
Andrew Young,670370
José Rojas,670351
Rico Garcia,670329
Kramer Robertson,670298
Jake Fishman,670288
David Bednar,670280
Cal Stevenson,670276
Matt Wallner,670242
Darius Vines,670241
John Rave,670231
Kameron Misner,670224
Matt Mervis,670223
Zac Kristofak,670219
Garrett Acton,670183
Josh Winckowski,670174
John Schreiber,670167
Parker Dunshee,670161
Miles Mastrobuoni,670156
Nate Mondou,670148
Taylor Kohlwey,670128
Adam Oller,670124
Raymond Burgos,670103
Bowden Francis,670102
Zack Short,670097
Trenton Brooks,670092
Wyatt Mills,670090
Brandyn Sittinger,670087
Nick Heath,670084
Colin Holderman,670059
Ryan Hartman,670057
Caleb Baragar,670056
Stephen Ridings,670050
Kenny Rosenberg,670046
Luke Raley,670042
Matt Festa,670036
Nicky Lopez,670032
Bob Sherlock,669980
Mitch White,669952
Jesse Scholtens,669947
A. J. Alexy,669935
George Kirby,669923
Jason Alexander,669920
Kirby Snead,669912
Michael Toglia,669911
Ronel Blanco,669854
Ángel De Jesús,669804
Jose Hernandez,669796
Alex Call,669743
Darick Hall,669742
Jake Noll,669738
Chris Rodriguez,669735
Brenan Hanifee,669724
Logan Davidson,669722
Davis Daniel,669721
Austin Hays,669720
Will Wilson,669717
Hayden Wesneski,669713
Greg Weissert,669711
Jared Triolo,669707
Kade Strowd,669704
Josh Smith,669701
Braden Shewmake,669699
Chris Murphy,669684
Sam Long,669674
Anthony Bender,669622
Brady Basso,669620
Joe Barlow,669618
Jillian Geib,669525
Casey Schmitt,669477
Andre Pallante,669467
Matthew Liberatore,669461
Kyle Nelson,669459
Shane Bieber,669456
Cooper Hummel,669450
Jake Palisch,669449
Mason Englert,669438
Trevor Rogers,669432
Jimmy Lambert,669424
Matt Sauer,669422
Gage Workman,669398
Nick Allen,669397
Dylan Coleman,669395
Jake Burger,669394
Samad Taylor,669392
Owen White,669391
Carmen Mlodzinski,669387
Keston Hiura,669374
Tarik Skubal,669373
J. T. Ginn,669372
Cole Henry,669371
Bryce Johnson,669369
Xavier Edwards,669364
Shane Baz,669358
Nolan Gorman,669357
Bubba Thompson,669352
Tyler Wells,669330
Bryce Teodosio,669326
Joe Perez,669309
Sean Reynolds,669308
José Miranda,669304
Logan Gilbert,669302
Paul Campbell,669294
Santiago Espinal,669289
Daniel Johnson,669288
Dylan Lee,669276
Joel Kuhnel,669270
Jack Suwinski,669261
Will Smith,669257
Nick Solak,669256
Tommy Edman,669242
Jeremiah Jackson,669236
Justyn-Henry Malloy,669234
Austin Wells,669224
Nick Senzel,669222
Sean Murphy,669221
Conner Menez,669214
Eli Morgan,669212
Keegan Akin,669211
Ryan Bliss,669208
Corbin Burnes,669203
Mason McCoy,669200
Lake Bachar,669199
Ryne Nelson,669194
Jack Little,669193
Jonathan Heasley,669169
Kyle Hurt,669165
Dustin May,669160
Bruce Zimmermann,669145
Armando Alvarez,669137
Mac Sceroler,669135
Luis Campusano,669134
Shea Langeliers,669127
John McMillon,669111
Zach Muckenhirn,669105
Jeremiah Estrada,669093
Sam Huff,669087
DL Hall,669084
Kyle Stowers,669065
Brandon Bailey,669064
Erik Miller,669062
Bryse Wilson,669060
Jeter Downs,669023
MacKenzie Gore,669022
Ryan Rolison,669020
Brandon Marsh,669016
Ronnie Dawson,669008
MJ Melendez,669004
Garrett Mitchell,669003
Casey Legumina,668984
Maverick Handley,668974
Gavin Hollowell,668970
Hans Crouse,668968
Tobias Myers,668964
Ryan Kreidler,668952
Kirk McCarty,668948
Ryan Miller,668943
Josh Rojas,668942
JoJo Romero,668941
Adley Rutschman,668939
Graham Ashcraft,668933
Brice Turang,668930
Jen Pawol,668921
Gavin Williams,668909
Royce Lewis,668904
Mark Vientos,668901
Austin Martin,668885
Hunter Greene,668881
Blair Henley,668874
Caleb Kilian,668873
Zack Thompson,668868
Austin Shenton,668853
Aaron Schunk,668845
Conner Capel,668843
Easton McGee,668834
Kyle McCann,668832
Max Kranick,668820
Bryan Reynolds,668804
Andrew Knizner,668800
Braden Bristo,668754
Duke Ellis,668752
Cal Mitchell,668751
Akil Baddoo,668731
Ryan Vilade,668723
Payton Henry,668721
Noah Murdock,668716
Spencer Steer,668715
JJ Bleday,668709
Andre Scrubb,668687
Tanner Tully,668684
Jeremy Walker,668683
Zac Gallen,668678
Zach Plesac,668676
Lucas Erceg,668674
Jake Rogers,668670
Stephen Nogosek,668665
Tres Barrera,668663
Nick Pratto,668472
Hagen Danner,668470
Cole Winn,668390
Tyson Miller,668338
Randy Arozarena,668227
José Soriano,667755
Steele Walker,667727
Kyle Tyler,667725
C. J. Stubbs,667690
Jack Kruger,667674
Brent Rooker,667670
Robert Dugger,667498
Evan Kravetz,667478
Dane Myers,667472
Aaron Fletcher,667465
John King,667463
Corey Julks,667452
Grant Koch,667428
Zach Jackson,667427
Miguel Sánchez,667376
Angel Rondón,667373
Tommy Nance,667297
Yennier Cano,666974
Lourdes Gurriel,666971
Adolis García,666969
Todd Reeves,666939
Jared Oliva,666931
Ryan Aguilar,666922
Bobby Dalbec,666915
Jake Alu,666906
Luis Frías,666818
Camilo Doval,666808
Rodolfo Castro,666801
Yusniel Díaz,666783
Jhony Brito,666745
Max Castillo,666721
Yerry Rodríguez,666720
Joel Peguero,666711
Eguy Rosario,666703
Edwar Colina,666674
Juan Morillo,666661
Sauryn Lao,666659
Christopher Morel,666624
Brailyn Márquez,666622
Gregory Santos,666619
Jae-gyun Hwang,666561
Byung Ho Park,666560
Jerar Encarnacion,666464
Edouard Julien,666397
Matt Brash,666374
Jordan Balazovic,666364
Bo Naylor,666310
George Soriano,666277
Forrest Whitley,666215
Joey Wentz,666214
Colton Welker,666213
Taylor Trammell,666211
Alex Speas,666208
Riley Pint,666207
Kyle Muller,666205
Dany Jiménez,666204
Alek Manoah,666201
Jesús Luzardo,666200
Carter Kieboom,666198
Grae Kessinger,666197
Dylan Carlson,666185
Bo Bichette,666182
Will Benson,666181
Seth Beer,666179
Jo Adell,666176
Ryan Zeferjahn,666171
Mason Thompson,666168
Blake Sabol,666165
Blake Rutherford,666164
Ben Rortvedt,666163
Mickey Moniak,666160
Matt Manning,666159
Gavin Lux,666158
Nick Lodolo,666157
Karl Kauffmann,666154
David Hamilton,666152
Dominic Fletcher,666150
Tyler Fitzgerald,666149
Cole Ragans,666142
Josh Lowe,666139
Khalil Lee,666137
Alex Kirilloff,666135
Nolan Jones,666134
Braxton Garrett,666129
Mario Feliciano,666128
Carlos Cortes,666126
Ian Anderson,666120
Jay Garneau,666101
Freddy Fermin,666023
Jonathan Aranda,666018
Carlos Narváez,665966
Andrés Chaparro,665953
Sherten Apostel,665947
Andrés Giménez,665926
Esteury Ruiz,665923
Símon Muzziotti,665922
José Marte,665896
José Fermín,665877
Javier Assad,665871
Jazz Chisholm,665862
Sebastián Rivero,665861
Jair Camargo,665856
Luis Oviedo,665854
Enmanuel Valdez,665839
Oneil Cruz,665833
Oswaldo Cabrera,665828
Miguel Amaya,665804
Edward Cabrera,665795
Luis De Los Santos,665782
Ramón Rosso,665759
Leody Taveras,665750
Juan Soto,665742
Angel Felipe,665734
Antonio Santos,665733
Tom Gage,665673
Reiver Sanmartin,665665
Shea Spitzbarth,665661
Elvis Alvarado,665660
Lucius Fox,665650
Kervin Castro,665645
Elvis Peguero,665625
Luis Medina,665622
Rony García,665621
Deivi García,665620
Brock Ballou,665576
Rafael Marchán,665561
Cristian Pache,665506
Vladimir Guerrero,665489
Fernando Tatís,665487
Gilberto Celestino,665482
Dexter Kelley,665298
Tom Hanahan,665297
Brian Walsh,665281
Jeremy Peña,665161
Nick Maton,665155
Ford Proctor,665154
Dean Kremer,665152
Jared Walsh,665120
Zac Grotz,665093
Tyler Payne,665066
Griffin Conine,665052
Hobie Harris,665048
Kody Clemens,665019
Trevor Kelley,665001
Grant Wolfram,664991
Jake McCarthy,664983
Blake Cederlind,664977
Brett Sullivan,664954
Anthony Misiewicz,664948
Cam Vieaux,664944
James Naile,664942
Nick Dini,664926
Kyle Keller,664918
Seth Brown,664913
Danny Mendick,664901
Justin Lawrence,664875
Seby Zavala,664874
Kyle Dowdy,664871
P. J. Conlon,664869
Chance Adams,664856
Ryan Helsley,664854
Jay Flaa,664852
Patrick Mazeika,664850
Danny Young,664849
Donny Sands,664848
Kevin Kaczmarski,664842
Ka'ai Tom,664789
Jake Cousins,664776
LaMonte Wade,664774
Nathan Lukes,664770
Alec Bohm,664761
Alexis Díaz,664747
Jose Espada,664744
P. J. Higgins,664731
Kyle Isbel,664728
Ljay Newsome,664714
Myles Straw,664702
Ryan Meisinger,664682
Alejo López,664670
Aríel Miranda,664641
Jhon Romero,664584
Dennis D'Agostino,664464
José Urquidy,664353
Luis Contreras,664351
Sixto Sánchez,664350
Miguel Yajure,664337
Aaron Whitefield,664334
Estevan Florial,664314
Cristian Javier,664299
Dauri Moreta,664294
Framber Valdez,664285
Jose Navas,664265
Edwin Jimenez,664263
Kyle Garlick,664247
Dylan Moore,664238
Phil Maton,664208
Tyler Cyr,664202
Taylor Clarke,664199
Tanner Anderson,664196
Joey Lucchesi,664192
Matt Hall,664180
Blake Trahan,664167
Matt Swarmer,664161
Travis Bergen,664157
JT Brubaker,664141
Ian Gibaut,664139
Geoff Hartlieb,664129
Pete Fairbanks,664126
Scott Effross,664123
Austin Allen,664119
Sean Poppen,664092
Tyler Jay,664079
Garrett Cleavinger,664076
Cody Ponce,664074
Ben Braymer,664069
Scott Kingery,664068
Tony Gonsolin,664062
Sam Haggerty,664059
David Fletcher,664058
Andrew Stevenson,664057
Harrison Bader,664056
Cody Stashak,664054
Thomas Eshelman,664045
Travis Lakins,664042
Jaylin Davis,664041
Brandon Lowe,664040
Ty France,664034
Mark Mathias,664029
Brett Kennedy,664028
Ian Happ,664023
Trey Amburgey,664011
Nathaniel Lowe,663993
Richard Lovelady,663992
Nick Vespi,663989
Trevor Stephan,663986
Chris Paddack,663978
Nick Duron,663975
Blair Calvo,663971
Tyler Phillips,663969
Jake Mangum,663968
César Salazar,663967
Tyler Ivey,663959
Tyler Holton,663947
Tristan Beck,663941
Nick Plummer,663911
Travis Blankenhorn,663905
Brady Singer,663903
Brendan Rodgers,663898
Luke Williams,663897
Brendon Little,663893
Tyler Stephenson,663886
Nate Pearson,663878
Jordan Hicks,663855
Romy Gonzalez,663853
Alfonso Rivas,663845
Matt Vierling,663837
Jackson Kowar,663804
Curtis Terry,663799
Coco Montes,663796
Justin Hagenman,663795
Patrick Sandoval,663776
Bryan Hoeing,663773
Demarcus Evans,663770
Chase Shugart,663767
Jake Woodford,663765
Trent Grisham,663757
Reiss Knehr,663753
Cody Morris,663752
Nick Fortes,663743
Daniel Lynch,663738
Nick Neidert,663734
Connor Kaiser,663731
Cal Raleigh,663728
James McArthur,663704
Joey Bart,663698
Jonathan India,663697
Hogan Harris,663687
Nic Enright,663671
Daz Cameron,663662
Thaddeus Ward,663658
Kyle Tucker,663656
Ke'Bryan Hayes,663647
Ryan McKenna,663630
Ethan Small,663629
Ryan Mountcastle,663624
Jake Irvin,663623
Trevor Larnach,663616
Nick Madrigal,663611
Luken Baker,663609
Brandon Lockridge,663604
Austin Riley,663586
Hayden Senger,663584
Tony Santillan,663574
Stephen Kolek,663568
Peter Lambert,663567
Noah Davis,663562
Bailey Falter,663559
Jovani Morán,663558
Shane McClanahan,663556
Casey Mize,663554
Trey Cabbage,663550
Sean Hjelle,663546
Bryan Hudson,663542
Nico Hoerner,663538
Tristin English,663536
Nash Walters,663534
Tyler Nevin,663527
Cole Sands,663485
Brendon Davis,663478
Triston McKenzie,663474
Kolby Allard,663465
Isaiah Campbell,663462
Kris Bubic,663460
Lars Nootbaar,663457
Konnor Pilkington,663455
Davis Martin,663436
Tanner Rainey,663432
Trent Thornton,663423
Joe McCarthy,663411
Brandon Waddell,663399
Chad Smith,663385
Thomas Szapucki,663378
Ryan Feltner,663372
Blake Perkins,663368
Beau Burrows,663366
Matt Waldron,663362
Jahmai Jones,663330
Nick Hernandez,663321
Robert Suarez,663158
Jason Lee,663079
Jerry White,662974
Andrés Muñoz,662253
Daulton Varsho,662139
Luis Gil,661563
Brian Serven,661531
Seth Martinez,661527
Mauricio Llovera,661440
Emmanuel Clase,661403
Jhoan Durán,661395
William Contreras,661388
Oliver Ortega,661383
Adrián Martinez,661309
Alexandra Irving,661298
Ryan Easton,661294
Dian Toscano,661281
Vladimir Gutiérrez,661269
Yoan López,661255
Francisco Pérez,660906
Jorge Alcalá,660896
Jesús Reyes,660875
Enyel De Los Santos,660853
Leo Rivas,660844
Hoy Park,660829
Eduard Bazardo,660825
Jesús Sánchez,660821
Brusdar Graterol,660813
Yerry De los Santos,660787
Juan Yepez,660766
José Suarez,660761
Sandro Fabian,660758
Oscar González,660757
Anderson Tejeda,660731
Elvin Rodríguez,660730
Elehuris Montero,660707
Keibert Ruiz,660688
Ronald Acuña,660670
Dérmis García,660650
Vidal Bruján,660644
Diego Castillo,660636
Yonny Hernández,660634
Huascar Ynoa,660623
Jonathan Araúz,660620
Alan Rangel,660604
Enoli Paredes,660600
Denyi Reyes,660593
Yennsy Díaz,660546
Rogelio Armenteros,660494
Hector Perez,660431
Jorge Guzmán,660422
Hyeon-jong Yang,660365
Yoshi Tsutsugo,660294
Shohei Ohtani,660271
Shintaro Fujinami,660261
Yoán Moncada,660162
Dinelson Lamet,659275
Anderson Espinoza,659262
Aaron Wilkerson,658792
Wei-Chieh Huang,658791
Edward Olivares,658668
Pedro Avila,658648
Junior Fernández,658551
Austin Jones,658536
Adonis Medina,658431
Tyler Jones,658325
Edgar García,658305
Derek Thomas,658292
Jacob Metz,658082
Joshua Fuentes,658069
Brant Whiting,657804
Jerry Vasto,657786
Eric Stout,657770
Locke St. John,657766
Gavin Sheets,657757
Connor Seabold,657756
Joe Ryan,657746
Bubby Rossman,657745
Michael Papierski,657709
Vinny Nittoli,657697
Kyle McGrath,657681
Greg Mahle,657670
Braxton Lee,657658
Ramón Laureano,657656
Jared Koenig,657649
Josh James,657624
Tim Hill,657612
Cam Hill,657611
Trevor Hildenberger,657610
Reed Garrett,657585
Caleb Ferguson,657571
Montana DuRapau,657566
Paul DeJong,657557
John Bormann,657524
Brennan Bernardino,657514
Mike Baumann,657508
Brian O'Grady,657434
Matt Gage,657424
Clarke Schmidt,657376
Logan Webb,657277
Erich Uelmen,657272
Peter Strzelecki,657265
Glenn Otto,657248
Brian O'Keefe,657247
Julian Merryweather,657240
Jake Jewell,657228
Dean Deetz,657209
Zac Curtis,657205
Eddy Alvarez,657193
Mark Zagunis,657145
Jordan Yamamoto,657141
Kyle Wright,657140
Connor Wong,657136
Marcus Wilson,657129
Austen Williams,657117
Evan White,657108
Jacob Webb,657097
Spenser Watkins,657093
Forrest Wall,657088
Alex Verdugo,657077
Cole Tucker,657061
Touki Toussaint,657053
Ryan Thompson,657044
Lane Thomas,657041
Josh Taylor,657031
Erik Swanson,657024
Troy Stokes,657011
Justin Steele,657006
Bennett Sousa,656986
Peter Solomon,656981
Chad Sobotka,656977
Pavin Smith,656976
Devin Smeltzer,656970
Justus Sheffield,656954
Tanner Scott,656945
Kyle Schwarber,656941
Ryder Ryan,656924
Seth Romero,656913
Emmanuel Rivera,656896
Sean Reid-Foley,656887
Jakson Reetz,656883
Drew Rasmussen,656876
David Peterson,656849
Michael Petersen,656848
DJ Peters,656847
Kevin Padlo,656821
Nicholas Padilla,656820
Connor Overton,656818
Ryan O'Hearn,656811
Trevor Oaks,656805
James Norwood,656803
Jacob Nix,656798
Sean Newcomb,656794
Nick Nelson,656793
Parker Mushinski,656786
Cedric Mullins,656775
Jordan Montgomery,656756
Bryce Montes de Oca,656755
Ben Meyer,656738
Tylor Megill,656731
Trevor Megill,656730
Alex McRae,656725
Zach McKinstry,656716
Brendan McKay,656713
J. J. Matijevic,656695
Corbin Martin,656686
Brett Martin,656685
Josh Maciejewski,656671
Jordan Luplow,656669
Zach Logue,656657
Jacob Latz,656641
Alex Lange,656638
Michael Kopech,656629
Mark Kolozsvary,656627
Gabe Klobosits,656620
Mitch Keller,656605
Connor Joe,656582
Andre Jackson,656578
Alex Jackson,656577
Scott Hurst,656568
Tanner Houck,656557
Rhys Hoskins,656555
Grant Holmes,656550
Jordan Holloway,656548
Jonathan Holder,656547
Jeff Hoffman,656546
Sam Hilliard,656541
Derek Hill,656537
Sam Hentges,656529
Adam Haseley,656514
Monte Harrison,656509
Dalton Guthrie,656495
Taylor Gushue,656494
Foster Griffin,656492
Tristan Gray,656484
Chris Gittens,656467
Kevin Ginkel,656464
Lucas Gilbreath,656458
Tyler Gilbert,656457
Stone Garrett,656448
Jack Flaherty,656427
J. P. Feyereisen,656420
Stuart Fairchild,656413
Alex Faedo,656412
Drew Ellis,656403
Joe Dunand,656388
Tommy Doyle,656382
Isan Díaz,656371
Greg Deichmann,656364
Tucker Davidson,656353
Sam Coonrod,656322
Michael Chavis,656308
Matt Chapman,656305
Dylan Cease,656302
Drew Carlton,656290
Griffin Canning,656288
Brock Burke,656271
J. B. Bukauskas,656266
Jeff Brigham,656257
Bobby Bradley,656252
Sean Bouchard,656248
Scott Blewett,656240
Jake Bird,656234
Brandon Bielak,656232
Jalen Beeks,656222
Charlie Barnes,656212
Dan Altavilla,656186
Greg Allen,656185
Riley Adams,656180
Albert Abreu,656061
Carlos Pérez,656024
Aneurys Zabala,656008
Carlos Sanabria,656004
Jack Zduriencik,655795
Kyle Traynor,655676
Sheldon Ocker,655366
Andruw Monasterio,655316
Marie-Claude Pelland-Marcotte,652957
Yohel Pozo,650968
Daniel Duarte,650960
Marcos Diplán,650959
Cristopher Sánchez,650911
René Pinto,650907
Génesis Cabrera,650893
Kara Blackstone,650888
Luis Rengifo,650859
Edgar Santana,650828
Luis Escobar,650813
Adonis Rosa,650738
José Quijada,650671
Humberto Mejía,650668
Aaron Civale,650644
Mike King,650633
Meibrys Viloria,650619
Bryan De La Cruz,650559
Bryan Abreu,650556
Bryan Garcia,650530
J. C. Mejía,650496
Yandy Díaz,650490
Willi Castro,650489
